phase,comparison_family,comparison,ratio,version,embedding_key,embedding_label,metric,delta_mean,ci_lower,ci_upper,p_raw,p_holm,p_bh,n_pairs,bootstrap_unit,source_artifact
phase4,phase4_vs_sbert,e5_base_v2 vs sbert_original,10,B2_tuned,e5_base_v2,E5-base-v2,per_subject_item_r,0.0234795094107314,0.0181750963406329,0.028763527173195,0.0,0.0,0.0,2747,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
phase4,phase4_vs_sbert,minilm_l6_v2 vs sbert_original,10,B2_tuned,minilm_l6_v2,MiniLM-L6-v2,per_subject_item_r,0.0217515458380623,0.0165393602196872,0.0272343176362707,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
phase4,phase4_vs_sbert,mpnet_base_v2 vs sbert_original,10,B2_tuned,mpnet_base_v2,MPNet-base-v2,per_subject_item_r,0.0739618397301631,0.0686568952299804,0.0792837009064045,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
phase4,phase4_vs_sbert,bge_base_en_v15 vs sbert_original,30,B2_tuned,bge_base_en_v15,BGE-base-en-v1.5,per_subject_item_r,0.0467677898062349,0.0426343159401891,0.0508454202874161,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
phase4,phase4_vs_sbert,e5_base_v2 vs sbert_original,30,B2_tuned,e5_base_v2,E5-base-v2,per_subject_item_r,0.0265754962810962,0.0223225172041726,0.0307940079294294,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
phase4,phase4_vs_sbert,minilm_l6_v2 vs sbert_original,30,B2_tuned,minilm_l6_v2,MiniLM-L6-v2,per_subject_item_r,0.0261549865773706,0.0217892650696346,0.0305297443850911,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
phase4,phase4_vs_sbert,mpnet_base_v2 vs sbert_original,30,B2_tuned,mpnet_base_v2,MPNet-base-v2,per_subject_item_r,0.0550915146207975,0.0510227566236431,0.0592301752594183,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
phase4,phase4_vs_sbert,bge_base_en_v15 vs sbert_original,50,B2_tuned,bge_base_en_v15,BGE-base-en-v1.5,per_subject_item_r,0.0275699177826838,0.0229669981955876,0.0321785817551401,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
phase4,phase4_vs_sbert,e5_base_v2 vs sbert_original,50,B2_tuned,e5_base_v2,E5-base-v2,per_subject_item_r,0.0276622487477606,0.0228928173555025,0.0324319154229382,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
phase4,phase4_vs_sbert,minilm_l6_v2 vs sbert_original,50,B2_tuned,minilm_l6_v2,MiniLM-L6-v2,per_subject_item_r,0.0270474905072746,0.0221481628923059,0.031731480483035,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
phase4,phase4_vs_sbert,mpnet_base_v2 vs sbert_original,50,B2_tuned,mpnet_base_v2,MPNet-base-v2,per_subject_item_r,0.0496501310784825,0.045273951643807,0.054057220919648,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
phase4,phase4_vs_sbert,bge_base_en_v15 vs sbert_original,90,B2_tuned,bge_base_en_v15,BGE-base-en-v1.5,per_subject_item_r,-0.0167972256294052,-0.0273170000055844,-0.0060118588094348,0.0018,0.0036,0.00192,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
phase4,phase4_vs_sbert,e5_base_v2 vs sbert_original,90,B2_tuned,e5_base_v2,E5-base-v2,per_subject_item_r,-0.074339145716283,-0.0867446700120405,-0.0620357271289698,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
phase4,phase4_vs_sbert,minilm_l6_v2 vs sbert_original,90,B2_tuned,minilm_l6_v2,MiniLM-L6-v2,per_subject_item_r,-0.0834363380167966,-0.0956204776445264,-0.0708281276115695,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
phase4,phase4_vs_sbert,mpnet_base_v2 vs sbert_original,90,B2_tuned,mpnet_base_v2,MPNet-base-v2,per_subject_item_r,-0.0160667914360235,-0.027569140271425,-0.0046327872991965,0.0052,0.0052,0.0052,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_statistical_tests.csv
phase4,phase4_selection_contribution,B1_minus_A1,10,A1_fixed->B1_fixed,bge_base_en_v15,BGE-base-en-v1.5,per_subject_item_r,0.0300785454856425,0.0252452137876158,0.0348761356362513,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B1_minus_A1,10,A1_fixed->B1_fixed,e5_base_v2,E5-base-v2,per_subject_item_r,0.0173236522744792,0.011690308400249,0.0228881674766639,0.0,0.0,0.0,2747,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B1_minus_A1,10,A1_fixed->B1_fixed,minilm_l6_v2,MiniLM-L6-v2,per_subject_item_r,0.0316085271152414,0.0261679827979018,0.0371307989923367,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B1_minus_A1,10,A1_fixed->B1_fixed,mpnet_base_v2,MPNet-base-v2,per_subject_item_r,0.0621941932135398,0.0570998280623902,0.0672686570465272,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B1_minus_A1,10,A1_fixed->B1_fixed,sbert_original,SBERT (original),per_subject_item_r,2.5056176549464448e-17,2.385317819106822e-17,2.627451323199026e-17,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B1_minus_A1,30,A1_fixed->B1_fixed,bge_base_en_v15,BGE-base-en-v1.5,per_subject_item_r,0.0131748480457729,0.0099203100539382,0.0164454690790823,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B1_minus_A1,30,A1_fixed->B1_fixed,e5_base_v2,E5-base-v2,per_subject_item_r,0.0052166446458036,0.0014036110272756,0.0089996210116467,0.0076,0.0152,0.008,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B1_minus_A1,30,A1_fixed->B1_fixed,minilm_l6_v2,MiniLM-L6-v2,per_subject_item_r,0.0025092861525084,-0.0008725333550669,0.0058708914174095,0.1408,0.1408,0.1408,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B1_minus_A1,30,A1_fixed->B1_fixed,mpnet_base_v2,MPNet-base-v2,per_subject_item_r,-0.0116319239991507,-0.0143264731302372,-0.0089161900032488,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B1_minus_A1,30,A1_fixed->B1_fixed,sbert_original,SBERT (original),per_subject_item_r,-0.0031276190109817,-0.0036586021336561,-0.0025977865334891,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B1_minus_A1,50,A1_fixed->B1_fixed,bge_base_en_v15,BGE-base-en-v1.5,per_subject_item_r,-0.0108780182672972,-0.0143056708055127,-0.0073492899237558,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B1_minus_A1,50,A1_fixed->B1_fixed,e5_base_v2,E5-base-v2,per_subject_item_r,0.0106156468446578,0.0065854182260409,0.0147123348989012,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B1_minus_A1,50,A1_fixed->B1_fixed,minilm_l6_v2,MiniLM-L6-v2,per_subject_item_r,0.0059090543621182,0.0023324847701609,0.0093970717230725,0.001,0.003,0.0011111111111111,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B1_minus_A1,50,A1_fixed->B1_fixed,mpnet_base_v2,MPNet-base-v2,per_subject_item_r,-0.0075581601373084,-0.010887189673337,-0.0042704250351557,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B1_minus_A1,50,A1_fixed->B1_fixed,sbert_original,SBERT (original),per_subject_item_r,0.0029931528337913,0.0022511084462665,0.0037399012831882,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B1_minus_A1,90,A1_fixed->B1_fixed,bge_base_en_v15,BGE-base-en-v1.5,per_subject_item_r,-0.0425909615764902,-0.0527443474807537,-0.0323076035320373,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B1_minus_A1,90,A1_fixed->B1_fixed,e5_base_v2,E5-base-v2,per_subject_item_r,-0.1414554794572259,-0.1544132724723309,-0.1282853949832222,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B1_minus_A1,90,A1_fixed->B1_fixed,minilm_l6_v2,MiniLM-L6-v2,per_subject_item_r,-0.141827311985134,-0.1550378366977106,-0.1286886262881698,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B1_minus_A1,90,A1_fixed->B1_fixed,mpnet_base_v2,MPNet-base-v2,per_subject_item_r,-0.0315457049384117,-0.0424255737540025,-0.0203424466862728,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B1_minus_A1,90,A1_fixed->B1_fixed,sbert_original,SBERT (original),per_subject_item_r,4.990367968953021e-18,3.7150889725465816e-18,6.2427043320515896e-18,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B2_minus_A2,10,A2_tuned->B2_tuned,bge_base_en_v15,BGE-base-en-v1.5,per_subject_item_r,0.0279605723453223,0.0228196584391927,0.0330565628718907,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B2_minus_A2,10,A2_tuned->B2_tuned,e5_base_v2,E5-base-v2,per_subject_item_r,0.0075735042339397,0.0023818959097542,0.012809375324936,0.0058,0.0289999999999999,0.0072499999999999,2747,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B2_minus_A2,10,A2_tuned->B2_tuned,minilm_l6_v2,MiniLM-L6-v2,per_subject_item_r,0.0272425859760273,0.0216338078025677,0.0328506030547585,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B2_minus_A2,10,A2_tuned->B2_tuned,mpnet_base_v2,MPNet-base-v2,per_subject_item_r,0.0587340333270526,0.0537756029156094,0.0638866546825176,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B2_minus_A2,10,A2_tuned->B2_tuned,sbert_original,SBERT (original),per_subject_item_r,2.5448045800835238e-17,2.4180393799787908e-17,2.670587147992764e-17,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B2_minus_A2,30,A2_tuned->B2_tuned,bge_base_en_v15,BGE-base-en-v1.5,per_subject_item_r,0.0067356552618033,0.0035665238483629,0.0099037458574635,0.0002,0.0012,0.0002666666666666,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B2_minus_A2,30,A2_tuned->B2_tuned,e5_base_v2,E5-base-v2,per_subject_item_r,-0.0237122777310351,-0.0270919526947841,-0.0203283858456774,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B2_minus_A2,30,A2_tuned->B2_tuned,minilm_l6_v2,MiniLM-L6-v2,per_subject_item_r,0.0002616490914798,-0.0030062484280887,0.0035427797499345,0.8828,0.8828,0.8827999999999999,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B2_minus_A2,30,A2_tuned->B2_tuned,mpnet_base_v2,MPNet-base-v2,per_subject_item_r,-0.0117655354722954,-0.0148325680856548,-0.0086773337072981,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B2_minus_A2,30,A2_tuned->B2_tuned,sbert_original,SBERT (original),per_subject_item_r,0.0004711658854972,-0.0003237581845531,0.0012851137459849,0.2608,0.7824,0.2897777777777777,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B2_minus_A2,50,A2_tuned->B2_tuned,bge_base_en_v15,BGE-base-en-v1.5,per_subject_item_r,-0.0214870297527542,-0.024954511288705,-0.0179311656031021,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B2_minus_A2,50,A2_tuned->B2_tuned,e5_base_v2,E5-base-v2,per_subject_item_r,-0.0103258839279436,-0.0142360337897151,-0.0064154361020201,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B2_minus_A2,50,A2_tuned->B2_tuned,minilm_l6_v2,MiniLM-L6-v2,per_subject_item_r,0.0131971665887554,0.009201591132532,0.0171678806709486,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B2_minus_A2,50,A2_tuned->B2_tuned,mpnet_base_v2,MPNet-base-v2,per_subject_item_r,-0.0018082673013052,-0.0053886181876946,0.001823020073553,0.3264,0.7824,0.3435789473684211,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B2_minus_A2,50,A2_tuned->B2_tuned,sbert_original,SBERT (original),per_subject_item_r,0.0064956815250104,0.0050062701666583,0.0079775598743075,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B2_minus_A2,90,A2_tuned->B2_tuned,bge_base_en_v15,BGE-base-en-v1.5,per_subject_item_r,-0.0201917999618899,-0.0305508446521256,-0.0097325041209551,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B2_minus_A2,90,A2_tuned->B2_tuned,e5_base_v2,E5-base-v2,per_subject_item_r,-0.0676234079307172,-0.0796103570000632,-0.0556902819149537,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B2_minus_A2,90,A2_tuned->B2_tuned,minilm_l6_v2,MiniLM-L6-v2,per_subject_item_r,-0.0436397062612864,-0.0554178834335962,-0.0320319332370283,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B2_minus_A2,90,A2_tuned->B2_tuned,mpnet_base_v2,MPNet-base-v2,per_subject_item_r,-0.0120199349791038,-0.0230079265830326,-0.0010014276778841,0.0342,0.1368,0.040235294117647,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
phase4,phase4_selection_contribution,B2_minus_A2,90,A2_tuned->B2_tuned,sbert_original,SBERT (original),per_subject_item_r,4.428184680898219e-18,3.1564960191968814e-18,5.6706929959194164e-18,0.0,0.0,0.0,2748,subjects_resampled_within_outer_fold,results/phase4/versionB_selection_contribution.csv
