version,embedding_key,embedding_label,ratio,fold,predictor,K,tau,is_fixed,is_tuned,hyperparam_source,train_n,train_inner_n,valid_inner_n,test_n,best_inner_item_r,search_space_K,search_space_tau,inner_val_scores_json,selected_S_hash,jaccard_vs_s_old
B2_tuned,e5_base_v2,E5-base-v2,10,0,SoftmaxKNN,5,0.03,False,True,train_inner_tuned_nested,2199,1759,440,550,0.29983397997064987,"3,5,7,10,15","0.03,0.05,0.1,0.2,0.5","{""K=10,tau=0.03"": 0.2985573317729406, ""K=10,tau=0.05"": 0.29131310377068514, ""K=10,tau=0.1"": 0.28364309032940865, ""K=10,tau=0.2"": 0.27753982886582657, ""K=10,tau=0.5"": 0.27126742825753475, ""K=15,tau=0.03"": 0.2985573317729406, ""K=15,tau=0.05"": 0.29131310377068514, ""K=15,tau=0.1"": 0.28364309032940865, ""K=15,tau=0.2"": 0.27753982886582657, ""K=15,tau=0.5"": 0.27126742825753475, ""K=3,tau=0.03"": 0.2947939920530748, ""K=3,tau=0.05"": 0.28818400953681783, ""K=3,tau=0.1"": 0.2693375226390921, ""K=3,tau=0.2"": 0.2497987848911809, ""K=3,tau=0.5"": 0.23394864544181107, ""K=5,tau=0.03"": 0.29983397997064987, ""K=5,tau=0.05"": 0.292458925566533, ""K=5,tau=0.1"": 0.2635721248593441, ""K=5,tau=0.2"": 0.2270617987812011, ""K=5,tau=0.5"": 0.19691960630866767, ""K=7,tau=0.03"": 0.2978975983520585, ""K=7,tau=0.05"": 0.28597169444263065, ""K=7,tau=0.1"": 0.24407727774044644, ""K=7,tau=0.2"": 0.17742822012955176, ""K=7,tau=0.5"": 0.11595628887504293}",ddb8a8dc4781b07a,0.17647058823529413
B2_tuned,e5_base_v2,E5-base-v2,10,1,SoftmaxKNN,5,0.03,False,True,train_inner_tuned_nested,2199,1759,440,550,0.3039229917285734,"3,5,7,10,15","0.03,0.05,0.1,0.2,0.5","{""K=10,tau=0.03"": 0.3027925175536259, ""K=10,tau=0.05"": 0.2943483688183693, ""K=10,tau=0.1"": 0.2865284775797236, ""K=10,tau=0.2"": 0.28075243137357503, ""K=10,tau=0.5"": 0.27471185791552416, ""K=15,tau=0.03"": 0.3027925175536259, ""K=15,tau=0.05"": 0.2943483688183693, ""K=15,tau=0.1"": 0.2865284775797236, ""K=15,tau=0.2"": 0.28075243137357503, ""K=15,tau=0.5"": 0.27471185791552416, ""K=3,tau=0.03"": 0.3006804691168357, ""K=3,tau=0.05"": 0.2926375752723347, ""K=3,tau=0.1"": 0.2717421412900335, ""K=3,tau=0.2"": 0.2508058548905301, ""K=3,tau=0.5"": 0.23407176106050903, ""K=5,tau=0.03"": 0.3039229917285734, ""K=5,tau=0.05"": 0.293844722357942, ""K=5,tau=0.1"": 0.2611470202192897, ""K=5,tau=0.2"": 0.2222454608229219, ""K=5,tau=0.5"": 0.1908308163854679, ""K=7,tau=0.03"": 0.30220095026163213, ""K=7,tau=0.05"": 0.2893660789519843, ""K=7,tau=0.1"": 0.24831635335400462, ""K=7,tau=0.2"": 0.18436375794523097, ""K=7,tau=0.5"": 0.12532055730878702}",ddb8a8dc4781b07a,0.17647058823529413
B2_tuned,e5_base_v2,E5-base-v2,10,2,SoftmaxKNN,5,0.03,False,True,train_inner_tuned_nested,2199,1759,440,550,0.3002964478589648,"3,5,7,10,15","0.03,0.05,0.1,0.2,0.5","{""K=10,tau=0.03"": 0.2990892681697021, ""K=10,tau=0.05"": 0.29100528175828844, ""K=10,tau=0.1"": 0.28361723253663385, ""K=10,tau=0.2"": 0.2781714296528913, ""K=10,tau=0.5"": 0.2723483310583442, ""K=15,tau=0.03"": 0.2990892681697021, ""K=15,tau=0.05"": 0.29100528175828844, ""K=15,tau=0.1"": 0.28361723253663385, ""K=15,tau=0.2"": 0.2781714296528913, ""K=15,tau=0.5"": 0.2723483310583442, ""K=3,tau=0.03"": 0.29575305623462234, ""K=3,tau=0.05"": 0.28910982931317253, ""K=3,tau=0.1"": 0.27065203898118795, ""K=3,tau=0.2"": 0.25158183154931885, ""K=3,tau=0.5"": 0.23610926464460832, ""K=5,tau=0.03"": 0.3002964478589648, ""K=5,tau=0.05"": 0.2923184234206144, ""K=5,tau=0.1"": 0.2637213637161859, ""K=5,tau=0.2"": 0.2278402362861259, ""K=5,tau=0.5"": 0.19808030218429404, ""K=7,tau=0.03"": 0.29928356211995694, ""K=7,tau=0.05"": 0.2879939753869798, ""K=7,tau=0.1"": 0.24913398322201935, ""K=7,tau=0.2"": 0.18543124875499975, ""K=7,tau=0.5"": 0.12552407488997175}",ddb8a8dc4781b07a,0.17647058823529413
B2_tuned,e5_base_v2,E5-base-v2,10,3,SoftmaxKNN,5,0.03,False,True,train_inner_tuned_nested,2199,1759,440,550,0.2911957827643422,"3,5,7,10,15","0.03,0.05,0.1,0.2,0.5","{""K=10,tau=0.03"": 0.28986237077507876, ""K=10,tau=0.05"": 0.28165968915668393, ""K=10,tau=0.1"": 0.274289875974223, ""K=10,tau=0.2"": 0.268904364654666, ""K=10,tau=0.5"": 0.2631751074781509, ""K=15,tau=0.03"": 0.28986237077507876, ""K=15,tau=0.05"": 0.28165968915668393, ""K=15,tau=0.1"": 0.274289875974223, ""K=15,tau=0.2"": 0.268904364654666, ""K=15,tau=0.5"": 0.2631751074781509, ""K=3,tau=0.03"": 0.2872955027471851, ""K=3,tau=0.05"": 0.28004950519417154, ""K=3,tau=0.1"": 0.26155626178424235, ""K=3,tau=0.2"": 0.24282475533962405, ""K=3,tau=0.5"": 0.22770420840015249, ""K=5,tau=0.03"": 0.2911957827643422, ""K=5,tau=0.05"": 0.2821204880968702, ""K=5,tau=0.1"": 0.25210309575223394, ""K=5,tau=0.2"": 0.21580087236137427, ""K=5,tau=0.5"": 0.1861525175606216, ""K=7,tau=0.03"": 0.2896284881299892, ""K=7,tau=0.05"": 0.27741062526805893, ""K=7,tau=0.1"": 0.2381446961587207, ""K=7,tau=0.2"": 0.1757465598395404, ""K=7,tau=0.5"": 0.1174060001953439}",ddb8a8dc4781b07a,0.17647058823529413
B2_tuned,e5_base_v2,E5-base-v2,10,4,SoftmaxKNN,5,0.03,False,True,train_inner_tuned_nested,2200,1760,440,549,0.29971023549258885,"3,5,7,10,15","0.03,0.05,0.1,0.2,0.5","{""K=10,tau=0.03"": 0.2990072340847533, ""K=10,tau=0.05"": 0.2910464541815624, ""K=10,tau=0.1"": 0.28354685893185205, ""K=10,tau=0.2"": 0.2779796824026509, ""K=10,tau=0.5"": 0.27209593848621616, ""K=15,tau=0.03"": 0.2990072340847533, ""K=15,tau=0.05"": 0.2910464541815624, ""K=15,tau=0.1"": 0.28354685893185205, ""K=15,tau=0.2"": 0.2779796824026509, ""K=15,tau=0.5"": 0.27209593848621616, ""K=3,tau=0.03"": 0.2954987488114456, ""K=3,tau=0.05"": 0.28848646747238066, ""K=3,tau=0.1"": 0.2694587226174453, ""K=3,tau=0.2"": 0.25018852207001047, ""K=3,tau=0.5"": 0.2347113467933459, ""K=5,tau=0.03"": 0.29971023549258885, ""K=5,tau=0.05"": 0.2904019089411061, ""K=5,tau=0.1"": 0.25916949725400806, ""K=5,tau=0.2"": 0.2212813270157781, ""K=5,tau=0.5"": 0.1903842420617813, ""K=7,tau=0.03"": 0.29871316054049163, ""K=7,tau=0.05"": 0.28680495967872627, ""K=7,tau=0.1"": 0.24739607332237532, ""K=7,tau=0.2"": 0.18408289223907054, ""K=7,tau=0.5"": 0.12445031940211942}",ddb8a8dc4781b07a,0.17647058823529413
B2_tuned,minilm_l6_v2,MiniLM-L6-v2,10,0,SoftmaxKNN,7,0.1,False,True,train_inner_tuned_nested,2199,1759,440,550,0.2934051361888684,"3,5,7,10,15","0.03,0.05,0.1,0.2,0.5","{""K=10,tau=0.03"": 0.26863671131882116, ""K=10,tau=0.05"": 0.28070602746735956, ""K=10,tau=0.1"": 0.2918629100863173, ""K=10,tau=0.2"": 0.2844206917755134, ""K=10,tau=0.5"": 0.28328898155886584, ""K=15,tau=0.03"": 0.26863671131882116, ""K=15,tau=0.05"": 0.28070602746735956, ""K=15,tau=0.1"": 0.2918629100863173, ""K=15,tau=0.2"": 0.2844206917755134, ""K=15,tau=0.5"": 0.28328898155886584, ""K=3,tau=0.03"": 0.2668532470683706, ""K=3,tau=0.05"": 0.27383866942902635, ""K=3,tau=0.1"": 0.27643497141364387, ""K=3,tau=0.2"": 0.2623082161383326, ""K=3,tau=0.5"": 0.23056837811562672, ""K=5,tau=0.03"": 0.2681652690757443, ""K=5,tau=0.05"": 0.2780400293490522, ""K=5,tau=0.1"": 0.2845723472950473, ""K=5,tau=0.2"": 0.26905363720701775, ""K=5,tau=0.5"": 0.2186637295499039, ""K=7,tau=0.03"": 0.26846414306133776, ""K=7,tau=0.05"": 0.2803100905749364, ""K=7,tau=0.1"": 0.2934051361888684, ""K=7,tau=0.2"": 0.28902728222111274, ""K=7,tau=0.5"": 0.24882761801647876}",6a6a2a502b884a35,0.1111111111111111
B2_tuned,minilm_l6_v2,MiniLM-L6-v2,10,1,SoftmaxKNN,7,0.1,False,True,train_inner_tuned_nested,2199,1759,440,550,0.305929091138014,"3,5,7,10,15","0.03,0.05,0.1,0.2,0.5","{""K=10,tau=0.03"": 0.2801253849072608, ""K=10,tau=0.05"": 0.2926309152618427, ""K=10,tau=0.1"": 0.30443241643436975, ""K=10,tau=0.2"": 0.2969146116583097, ""K=10,tau=0.5"": 0.29566128335582453, ""K=15,tau=0.03"": 0.2801253849072608, ""K=15,tau=0.05"": 0.2926309152618427, ""K=15,tau=0.1"": 0.30443241643436975, ""K=15,tau=0.2"": 0.2969146116583097, ""K=15,tau=0.5"": 0.29566128335582453, ""K=3,tau=0.03"": 0.2787873203726357, ""K=3,tau=0.05"": 0.2864343055283837, ""K=3,tau=0.1"": 0.28959884321280827, ""K=3,tau=0.2"": 0.2754088657945448, ""K=3,tau=0.5"": 0.24301985567696127, ""K=5,tau=0.03"": 0.27977453568211336, ""K=5,tau=0.05"": 0.29011181431483296, ""K=5,tau=0.1"": 0.29716830858553395, ""K=5,tau=0.2"": 0.28101084560724354, ""K=5,tau=0.5"": 0.22830926989320408, ""K=7,tau=0.03"": 0.27996553872982693, ""K=7,tau=0.05"": 0.2921979798286707, ""K=7,tau=0.1"": 0.305929091138014, ""K=7,tau=0.2"": 0.3016460398700825, ""K=7,tau=0.5"": 0.2609947223207505}",6a6a2a502b884a35,0.1111111111111111
B2_tuned,minilm_l6_v2,MiniLM-L6-v2,10,2,SoftmaxKNN,7,0.1,False,True,train_inner_tuned_nested,2199,1759,440,550,0.300518171619954,"3,5,7,10,15","0.03,0.05,0.1,0.2,0.5","{""K=10,tau=0.03"": 0.2780224103714333, ""K=10,tau=0.05"": 0.28981432905830434, ""K=10,tau=0.1"": 0.29984016966321814, ""K=10,tau=0.2"": 0.2909729585360624, ""K=10,tau=0.5"": 0.2893154849205811, ""K=15,tau=0.03"": 0.2780224103714333, ""K=15,tau=0.05"": 0.28981432905830434, ""K=15,tau=0.1"": 0.29984016966321814, ""K=15,tau=0.2"": 0.2909729585360624, ""K=15,tau=0.5"": 0.2893154849205811, ""K=3,tau=0.03"": 0.2765353519941101, ""K=3,tau=0.05"": 0.28345601380304886, ""K=3,tau=0.1"": 0.284920677074638, ""K=3,tau=0.2"": 0.2690297049753075, ""K=3,tau=0.5"": 0.23531245383718719, ""K=5,tau=0.03"": 0.27754971037411225, ""K=5,tau=0.05"": 0.28709618719667984, ""K=5,tau=0.1"": 0.29218633988443526, ""K=5,tau=0.2"": 0.2747745600848526, ""K=5,tau=0.5"": 0.2222600589853366, ""K=7,tau=0.03"": 0.27781733598373126, ""K=7,tau=0.05"": 0.2892348375484209, ""K=7,tau=0.1"": 0.300518171619954, ""K=7,tau=0.2"": 0.2931290818466833, ""K=7,tau=0.5"": 0.24856367626209977}",6a6a2a502b884a35,0.1111111111111111
B2_tuned,minilm_l6_v2,MiniLM-L6-v2,10,3,SoftmaxKNN,7,0.1,False,True,train_inner_tuned_nested,2199,1759,440,550,0.29317112386000865,"3,5,7,10,15","0.03,0.05,0.1,0.2,0.5","{""K=10,tau=0.03"": 0.27333159551356356, ""K=10,tau=0.05"": 0.28389068334622125, ""K=10,tau=0.1"": 0.2924246036481966, ""K=10,tau=0.2"": 0.2828935796127509, ""K=10,tau=0.5"": 0.28104407141464494, ""K=15,tau=0.03"": 0.27333159551356356, ""K=15,tau=0.05"": 0.28389068334622125, ""K=15,tau=0.1"": 0.2924246036481966, ""K=15,tau=0.2"": 0.2828935796127509, ""K=15,tau=0.5"": 0.28104407141464494, ""K=3,tau=0.03"": 0.2720868471151646, ""K=3,tau=0.05"": 0.2781340994680809, ""K=3,tau=0.1"": 0.27879982603153836, ""K=3,tau=0.2"": 0.26261912901919315, ""K=3,tau=0.5"": 0.22969328134518954, ""K=5,tau=0.03"": 0.27285575483570124, ""K=5,tau=0.05"": 0.2811430922995789, ""K=5,tau=0.1"": 0.2846943287771002, ""K=5,tau=0.2"": 0.26563615535365126, ""K=5,tau=0.5"": 0.21123214276346527, ""K=7,tau=0.03"": 0.27310861800756187, ""K=7,tau=0.05"": 0.2832914128038142, ""K=7,tau=0.1"": 0.29317112386000865, ""K=7,tau=0.2"": 0.28475401010524043, ""K=7,tau=0.5"": 0.2398339760167406}",6a6a2a502b884a35,0.1111111111111111
B2_tuned,minilm_l6_v2,MiniLM-L6-v2,10,4,SoftmaxKNN,7,0.1,False,True,train_inner_tuned_nested,2200,1760,440,549,0.30019163601604404,"3,5,7,10,15","0.03,0.05,0.1,0.2,0.5","{""K=10,tau=0.03"": 0.27766940976427756, ""K=10,tau=0.05"": 0.289181510577605, ""K=10,tau=0.1"": 0.29974809926335266, ""K=10,tau=0.2"": 0.2929337142978925, ""K=10,tau=0.5"": 0.2927282362169282, ""K=15,tau=0.03"": 0.27766940976427756, ""K=15,tau=0.05"": 0.289181510577605, ""K=15,tau=0.1"": 0.29974809926335266, ""K=15,tau=0.2"": 0.2929337142978925, ""K=15,tau=0.5"": 0.2927282362169282, ""K=3,tau=0.03"": 0.27654532969422263, ""K=3,tau=0.05"": 0.2837444598201736, ""K=3,tau=0.1"": 0.28615762409502893, ""K=3,tau=0.2"": 0.27166167022644466, ""K=3,tau=0.5"": 0.2392770498522629, ""K=5,tau=0.03"": 0.27740449488770386, ""K=5,tau=0.05"": 0.28679144964857656, ""K=5,tau=0.1"": 0.2917004802363317, ""K=5,tau=0.2"": 0.27375120035490136, ""K=5,tau=0.5"": 0.21927368374987824, ""K=7,tau=0.03"": 0.27748498402028526, ""K=7,tau=0.05"": 0.2885901376945856, ""K=7,tau=0.1"": 0.30019163601604404, ""K=7,tau=0.2"": 0.2941563250264462, ""K=7,tau=0.5"": 0.24988055244748467}",6a6a2a502b884a35,0.1111111111111111
B2_tuned,mpnet_base_v2,MPNet-base-v2,10,0,SoftmaxKNN,7,0.1,False,True,train_inner_tuned_nested,2199,1759,440,550,0.34882741721307353,"3,5,7,10,15","0.03,0.05,0.1,0.2,0.5","{""K=10,tau=0.03"": 0.3356283982498158, ""K=10,tau=0.05"": 0.3466045003104243, ""K=10,tau=0.1"": 0.348540003489107, ""K=10,tau=0.2"": 0.3299401684435803, ""K=10,tau=0.5"": 0.3273053999180916, ""K=15,tau=0.03"": 0.3356283982498158, ""K=15,tau=0.05"": 0.3466045003104243, ""K=15,tau=0.1"": 0.348540003489107, ""K=15,tau=0.2"": 0.3299401684435803, ""K=15,tau=0.5"": 0.3273053999180916, ""K=3,tau=0.03"": 0.3322651550773747, ""K=3,tau=0.05"": 0.3382415275215909, ""K=3,tau=0.1"": 0.34118350732492236, ""K=3,tau=0.2"": 0.33095029022020156, ""K=3,tau=0.5"": 0.3019184720247955, ""K=5,tau=0.03"": 0.33416557146117054, ""K=5,tau=0.05"": 0.3411278397192771, ""K=5,tau=0.1"": 0.3381940439807631, ""K=5,tau=0.2"": 0.3105697161589248, ""K=5,tau=0.5"": 0.24330362456534516, ""K=7,tau=0.03"": 0.33530206746251373, ""K=7,tau=0.05"": 0.3455944854029131, ""K=7,tau=0.1"": 0.34882741721307353, ""K=7,tau=0.2"": 0.33042097678421156, ""K=7,tau=0.5"": 0.26865042242667886}",fbaa37d42ee998f8,0.17647058823529413
B2_tuned,mpnet_base_v2,MPNet-base-v2,10,1,SoftmaxKNN,7,0.1,False,True,train_inner_tuned_nested,2199,1759,440,550,0.35537858080984625,"3,5,7,10,15","0.03,0.05,0.1,0.2,0.5","{""K=10,tau=0.03"": 0.3413910985545914, ""K=10,tau=0.05"": 0.35242005097099155, ""K=10,tau=0.1"": 0.3550472297505749, ""K=10,tau=0.2"": 0.33728272508451446, ""K=10,tau=0.5"": 0.33460005776974583, ""K=15,tau=0.03"": 0.3413910985545914, ""K=15,tau=0.05"": 0.35242005097099155, ""K=15,tau=0.1"": 0.3550472297505749, ""K=15,tau=0.2"": 0.33728272508451446, ""K=15,tau=0.5"": 0.33460005776974583, ""K=3,tau=0.03"": 0.33833829305917157, ""K=3,tau=0.05"": 0.34470688967780877, ""K=3,tau=0.1"": 0.34796532326395957, ""K=3,tau=0.2"": 0.33775500489159715, ""K=3,tau=0.5"": 0.30923543349550886, ""K=5,tau=0.03"": 0.34003505796670397, ""K=5,tau=0.05"": 0.3472213002907891, ""K=5,tau=0.1"": 0.3448988182973558, ""K=5,tau=0.2"": 0.31800859390564507, ""K=5,tau=0.5"": 0.2529626294710795, ""K=7,tau=0.03"": 0.34110356775307, ""K=7,tau=0.05"": 0.3515454167418785, ""K=7,tau=0.1"": 0.35537858080984625, ""K=7,tau=0.2"": 0.33711212079788555, ""K=7,tau=0.5"": 0.27605561766821135}",fbaa37d42ee998f8,0.17647058823529413
B2_tuned,mpnet_base_v2,MPNet-base-v2,10,2,SoftmaxKNN,7,0.1,False,True,train_inner_tuned_nested,2199,1759,440,550,0.3573270612672071,"3,5,7,10,15","0.03,0.05,0.1,0.2,0.5","{""K=10,tau=0.03"": 0.3436096403258925, ""K=10,tau=0.05"": 0.35465921613257817, ""K=10,tau=0.1"": 0.3567118890592063, ""K=10,tau=0.2"": 0.33813676368385864, ""K=10,tau=0.5"": 0.3354407113181111, ""K=15,tau=0.03"": 0.3436096403258925, ""K=15,tau=0.05"": 0.35465921613257817, ""K=15,tau=0.1"": 0.3567118890592063, ""K=15,tau=0.2"": 0.33813676368385864, ""K=15,tau=0.5"": 0.3354407113181111, ""K=3,tau=0.03"": 0.34026960346886886, ""K=3,tau=0.05"": 0.3464730909017962, ""K=3,tau=0.1"": 0.3495958338955522, ""K=3,tau=0.2"": 0.3392234219163507, ""K=3,tau=0.5"": 0.30977761495526895, ""K=5,tau=0.03"": 0.3421600916006839, ""K=5,tau=0.05"": 0.3492595694790735, ""K=5,tau=0.1"": 0.34631001657328164, ""K=5,tau=0.2"": 0.3180627919553861, ""K=5,tau=0.5"": 0.24911229576023483, ""K=7,tau=0.03"": 0.3433474596757833, ""K=7,tau=0.05"": 0.35383826167357063, ""K=7,tau=0.1"": 0.3573270612672071, ""K=7,tau=0.2"": 0.33848896094624353, ""K=7,tau=0.5"": 0.2746734603870423}",fbaa37d42ee998f8,0.17647058823529413
B2_tuned,mpnet_base_v2,MPNet-base-v2,10,3,SoftmaxKNN,7,0.1,False,True,train_inner_tuned_nested,2199,1759,440,550,0.3484858783748293,"3,5,7,10,15","0.03,0.05,0.1,0.2,0.5","{""K=10,tau=0.03"": 0.33735711672206614, ""K=10,tau=0.05"": 0.34741243066830213, ""K=10,tau=0.1"": 0.3483572203598364, ""K=10,tau=0.2"": 0.329888447490954, ""K=10,tau=0.5"": 0.32850602951419833, ""K=15,tau=0.03"": 0.33735711672206614, ""K=15,tau=0.05"": 0.34741243066830213, ""K=15,tau=0.1"": 0.3483572203598364, ""K=15,tau=0.2"": 0.329888447490954, ""K=15,tau=0.5"": 0.32850602951419833, ""K=3,tau=0.03"": 0.3338910363197326, ""K=3,tau=0.05"": 0.339074834685519, ""K=3,tau=0.1"": 0.34110933231668233, ""K=3,tau=0.2"": 0.3306354377708069, ""K=3,tau=0.5"": 0.30238303112017434, ""K=5,tau=0.03"": 0.3358670221744409, ""K=5,tau=0.05"": 0.3418262914987005, ""K=5,tau=0.1"": 0.337596988284357, ""K=5,tau=0.2"": 0.3102081047262779, ""K=5,tau=0.5"": 0.24534267176559396, ""K=7,tau=0.03"": 0.3370256259436697, ""K=7,tau=0.05"": 0.34636738864272665, ""K=7,tau=0.1"": 0.3484858783748293, ""K=7,tau=0.2"": 0.3300439306225669, ""K=7,tau=0.5"": 0.2698523653968892}",fbaa37d42ee998f8,0.17647058823529413
B2_tuned,mpnet_base_v2,MPNet-base-v2,10,4,SoftmaxKNN,7,0.1,False,True,train_inner_tuned_nested,2200,1760,440,549,0.3525765746078637,"3,5,7,10,15","0.03,0.05,0.1,0.2,0.5","{""K=10,tau=0.03"": 0.3406004279431034, ""K=10,tau=0.05"": 0.3505784958227762, ""K=10,tau=0.1"": 0.35191709491710244, ""K=10,tau=0.2"": 0.3345835496249847, ""K=10,tau=0.5"": 0.33401507169458716, ""K=15,tau=0.03"": 0.3406004279431034, ""K=15,tau=0.05"": 0.3505784958227762, ""K=15,tau=0.1"": 0.35191709491710244, ""K=15,tau=0.2"": 0.3345835496249847, ""K=15,tau=0.5"": 0.33401507169458716, ""K=3,tau=0.03"": 0.3371422675936926, ""K=3,tau=0.05"": 0.34224366227276626, ""K=3,tau=0.1"": 0.34423264186909847, ""K=3,tau=0.2"": 0.3342166299028903, ""K=3,tau=0.5"": 0.30769336621657717, ""K=5,tau=0.03"": 0.33910939415519414, ""K=5,tau=0.05"": 0.3451077206705925, ""K=5,tau=0.1"": 0.341574507155952, ""K=5,tau=0.2"": 0.31487583372721195, ""K=5,tau=0.5"": 0.25015485182571773, ""K=7,tau=0.03"": 0.3402798251319152, ""K=7,tau=0.05"": 0.34962677808757914, ""K=7,tau=0.1"": 0.3525765746078637, ""K=7,tau=0.2"": 0.33645907975216044, ""K=7,tau=0.5"": 0.28041033498743817}",fbaa37d42ee998f8,0.17647058823529413
B2_tuned,sbert_original,SBERT (original),10,0,SoftmaxKNN,10,0.1,False,True,train_inner_tuned_nested,2199,1759,440,550,0.26991221965871315,"3,5,7,10,15","0.03,0.05,0.1,0.2,0.5","{""K=10,tau=0.03"": 0.25352604251067296, ""K=10,tau=0.05"": 0.26125936926307103, ""K=10,tau=0.1"": 0.26991221965871315, ""K=10,tau=0.2"": 0.26476105644506637, ""K=10,tau=0.5"": 0.25119598466708376, ""K=15,tau=0.03"": 0.25352604251067296, ""K=15,tau=0.05"": 0.26125936926307103, ""K=15,tau=0.1"": 0.26991221965871315, ""K=15,tau=0.2"": 0.26476105644506637, ""K=15,tau=0.5"": 0.25119598466708376, ""K=3,tau=0.03"": 0.2518491037539781, ""K=3,tau=0.05"": 0.2556148213950971, ""K=3,tau=0.1"": 0.25613768389922453, ""K=3,tau=0.2"": 0.23847909413725552, ""K=3,tau=0.5"": 0.19049643455112944, ""K=5,tau=0.03"": 0.25322321175666224, ""K=5,tau=0.05"": 0.26009082287114943, ""K=5,tau=0.1"": 0.266056710807493, ""K=5,tau=0.2"": 0.2505816022082802, ""K=5,tau=0.5"": 0.18717569006508686, ""K=7,tau=0.03"": 0.2534993484273579, ""K=7,tau=0.05"": 0.2610884479834542, ""K=7,tau=0.1"": 0.2693873653391063, ""K=7,tau=0.2"": 0.26077011119936105, ""K=7,tau=0.5"": 0.1996151279766995}",92745849571d4031,1.0
B2_tuned,sbert_original,SBERT (original),10,1,SoftmaxKNN,10,0.1,False,True,train_inner_tuned_nested,2199,1759,440,550,0.2745854213196633,"3,5,7,10,15","0.03,0.05,0.1,0.2,0.5","{""K=10,tau=0.03"": 0.25688373629134625, ""K=10,tau=0.05"": 0.26606444790479133, ""K=10,tau=0.1"": 0.2745854213196633, ""K=10,tau=0.2"": 0.2690973708412914, ""K=10,tau=0.5"": 0.255578268894778, ""K=15,tau=0.03"": 0.25688373629134625, ""K=15,tau=0.05"": 0.26606444790479133, ""K=15,tau=0.1"": 0.2745854213196633, ""K=15,tau=0.2"": 0.2690973708412914, ""K=15,tau=0.5"": 0.255578268894778, ""K=3,tau=0.03"": 0.25506983191743243, ""K=3,tau=0.05"": 0.2602529465959143, ""K=3,tau=0.1"": 0.2612310799242085, ""K=3,tau=0.2"": 0.24348210595997996, ""K=3,tau=0.5"": 0.1958562375018617, ""K=5,tau=0.03"": 0.25652902707579855, ""K=5,tau=0.05"": 0.26482074936388134, ""K=5,tau=0.1"": 0.2710382513779496, ""K=5,tau=0.2"": 0.25548128024196864, ""K=5,tau=0.5"": 0.19373093104103215, ""K=7,tau=0.03"": 0.25685073674881964, ""K=7,tau=0.05"": 0.2658670580489349, ""K=7,tau=0.1"": 0.27417134509577523, ""K=7,tau=0.2"": 0.2653169598843083, ""K=7,tau=0.5"": 0.20452069281852575}",92745849571d4031,1.0
B2_tuned,sbert_original,SBERT (original),10,2,SoftmaxKNN,10,0.1,False,True,train_inner_tuned_nested,2199,1759,440,550,0.27504326718865985,"3,5,7,10,15","0.03,0.05,0.1,0.2,0.5","{""K=10,tau=0.03"": 0.25853758919795594, ""K=10,tau=0.05"": 0.2665411418692186, ""K=10,tau=0.1"": 0.27504326718865985, ""K=10,tau=0.2"": 0.2704049346038672, ""K=10,tau=0.5"": 0.25730769795867886, ""K=15,tau=0.03"": 0.25853758919795594, ""K=15,tau=0.05"": 0.2665411418692186, ""K=15,tau=0.1"": 0.27504326718865985, ""K=15,tau=0.2"": 0.2704049346038672, ""K=15,tau=0.5"": 0.25730769795867886, ""K=3,tau=0.03"": 0.25679951597552586, ""K=3,tau=0.05"": 0.2607627532068256, ""K=3,tau=0.1"": 0.2606639789395413, ""K=3,tau=0.2"": 0.24229429197401267, ""K=3,tau=0.5"": 0.19353988523486845, ""K=5,tau=0.03"": 0.25823939996999573, ""K=5,tau=0.05"": 0.2654106139118397, ""K=5,tau=0.1"": 0.27137309218062033, ""K=5,tau=0.2"": 0.2563637599259488, ""K=5,tau=0.5"": 0.19228417000014456, ""K=7,tau=0.03"": 0.25851695539116193, ""K=7,tau=0.05"": 0.26641837693759646, ""K=7,tau=0.1"": 0.27486095232669777, ""K=7,tau=0.2"": 0.26715860924400453, ""K=7,tau=0.5"": 0.20517028770333573}",92745849571d4031,1.0
